,Strategy_Combination,Stock_Selection_Method,Weight_Allocation_Method,Total_Return,CAGR_4Y,CAGR_3Y,CAGR_2Y,CAGR_1Y,Positive_Return_Count,Negative_Return_Count,Sum_Positive_Return,Sum_Negative_Return,Variance_4Y,Variance_3Y,Variance_2Y,Variance_1Y,Success_Rate,Backtest_Version,Rebalance
82,10_2,10,2,3.38,0.36,0.27,0.32,1.01,10,6,2.77,-1.03,0.0686,0.063,0.0804,0.0599,0.62,6,3m
83,5_10,5,10,4.48,0.46,0.47,0.48,1.3,11,5,2.54,-0.63,0.05,0.0455,0.0671,0.0689,0.69,6,3m
84,1_7,1,7,4.83,0.48,0.54,0.44,0.84,11,5,2.4,-0.5,0.0344,0.028,0.0393,0.0308,0.69,6,3m
85,16_4,16,4,10.06,0.78,0.52,0.29,0.79,35,13,3.63,-0.99,0.0657,0.0282,0.0271,0.0348,0.73,6,1m
86,9_10,9,10,2.78,0.29,0.25,0.29,1.09,9,7,2.48,-1.0,0.0596,0.0579,0.0772,0.07,0.56,6,3m
87,7_1,7,1,4.68,0.47,0.44,0.25,0.67,35,13,2.39,-0.7,0.0253,0.0176,0.0196,0.0127,0.73,6,1m
88,14_6,14,6,5.09,0.5,0.49,0.45,1.13,11,5,2.57,-0.55,0.043,0.0282,0.0394,0.0361,0.69,6,3m
89,5_3,5,3,3.74,0.39,0.28,0.23,0.68,8,8,2.8,-0.9,0.082,0.0598,0.0717,0.0966,0.5,6,3m
90,5_7,5,7,4.66,0.47,0.54,0.44,0.9,11,5,2.41,-0.54,0.0358,0.0303,0.0429,0.0327,0.69,6,3m
91,14_2,14,2,7.0,0.63,0.49,0.54,1.66,12,4,3.12,-0.62,0.0655,0.0394,0.059,0.0208,0.75,6,3m
92,7_5,7,5,11.54,0.84,0.74,0.41,0.75,32,16,4.08,-1.23,0.087,0.0858,0.0297,0.0509,0.67,6,1m
93,7_11,7,11,6.86,0.62,0.55,0.4,0.81,32,16,3.16,-0.97,0.0516,0.0467,0.0349,0.0516,0.67,6,1m
94,1_3,1,3,3.71,0.39,0.26,0.14,0.66,9,7,2.84,-0.93,0.0834,0.0649,0.0807,0.0983,0.56,6,3m
95,10_6,10,6,5.49,0.53,0.59,0.51,0.97,11,5,2.56,-0.5,0.0363,0.0279,0.0377,0.026,0.69,6,3m
96,3_1,3,1,4.68,0.47,0.44,0.25,0.67,35,13,2.39,-0.7,0.0253,0.0176,0.0196,0.0127,0.73,6,1m
97,12_4,12,4,7.31,0.64,0.62,0.49,1.0,33,15,3.25,-1.0,0.0483,0.0428,0.0347,0.0514,0.69,6,1m
98,12_5,12,5,9.88,0.77,0.63,0.47,1.06,32,16,3.8,-1.15,0.0599,0.0479,0.041,0.0604,0.67,6,1m
99,10_7,10,7,5.49,0.53,0.59,0.51,0.97,11,5,2.56,-0.5,0.0363,0.0279,0.0377,0.026,0.69,6,3m
100,1_2,1,2,4.25,0.44,0.39,0.38,1.0,10,6,2.74,-0.79,0.0652,0.061,0.0871,0.0916,0.62,6,3m
101,7_10,7,10,8.75,0.72,0.61,0.45,0.96,33,15,3.4,-0.93,0.0559,0.0448,0.0346,0.0462,0.69,6,1m
102,16_1,16,1,6.35,0.59,0.64,0.35,0.75,35,13,2.8,-0.76,0.0318,0.0253,0.0224,0.0256,0.73,6,1m
103,7_4,7,4,9.4,0.75,0.59,0.4,0.86,35,13,3.34,-0.84,0.0508,0.0439,0.034,0.047,0.73,6,1m
104,14_3,14,3,7.13,0.63,0.46,0.54,1.65,13,3,3.36,-0.71,0.085,0.0485,0.0722,0.0317,0.81,6,3m
105,5_6,5,6,4.66,0.47,0.54,0.44,0.9,11,5,2.41,-0.54,0.0358,0.0303,0.0429,0.0327,0.69,6,3m
106,16_11,16,11,11.74,0.85,0.64,0.39,0.72,36,12,3.66,-0.85,0.0686,0.0325,0.0224,0.0357,0.75,6,1m
107,5_4,5,4,4.01,0.42,0.36,0.35,1.08,10,6,2.61,-0.77,0.0578,0.0451,0.0628,0.0578,0.62,6,3m
108,14_1,14,1,6.81,0.62,0.62,0.47,1.06,12,4,2.69,-0.43,0.032,0.028,0.0361,0.028,0.75,6,3m
109,7_6,7,6,6.92,0.62,0.61,0.41,0.81,34,14,2.99,-0.84,0.0386,0.0253,0.0185,0.022,0.71,6,1m
110,16_3,16,3,13.79,0.93,0.63,0.47,1.13,31,17,4.68,-1.46,0.0982,0.0468,0.0593,0.0969,0.65,6,1m
111,9_9,9,9,2.14,0.21,0.21,0.23,0.97,11,5,2.49,-1.19,0.0704,0.0801,0.1035,0.1047,0.69,6,3m
112,10_5,10,5,3.9,0.41,0.31,0.27,1.03,10,6,3.14,-1.1,0.0893,0.0776,0.1049,0.103,0.62,6,3m
113,3_2,3,2,7.62,0.66,0.49,0.34,0.71,32,16,3.49,-1.14,0.0656,0.0542,0.039,0.0669,0.67,6,1m
114,12_7,12,7,6.7,0.61,0.62,0.42,0.81,34,14,2.95,-0.84,0.037,0.0254,0.0188,0.022,0.71,6,1m
115,12_6,12,6,6.78,0.61,0.62,0.42,0.81,34,14,2.97,-0.84,0.0376,0.0255,0.0188,0.022,0.71,6,1m
116,3_3,3,3,9.16,0.74,0.63,0.5,0.87,32,16,3.96,-1.33,0.0689,0.0541,0.0541,0.1031,0.67,6,1m
117,10_4,10,4,3.18,0.33,0.25,0.26,1.07,9,7,2.73,-1.06,0.0672,0.0563,0.0746,0.0597,0.56,6,3m
118,1_1,1,1,4.13,0.43,0.51,0.44,0.95,12,4,2.18,-0.48,0.0292,0.0246,0.0349,0.0232,0.75,6,3m
119,9_8,9,8,2.46,0.25,0.24,0.23,0.87,10,6,2.31,-0.99,0.0526,0.0518,0.067,0.0583,0.62,6,3m
120,16_2,16,2,12.56,0.88,0.6,0.26,0.63,35,13,4.22,-1.24,0.0863,0.0447,0.0367,0.0651,0.73,6,1m
121,7_7,7,7,6.92,0.62,0.61,0.41,0.81,34,14,2.99,-0.84,0.0386,0.0253,0.0185,0.022,0.71,6,1m
122,5_5,5,5,4.42,0.45,0.35,0.35,0.98,9,7,2.91,-0.84,0.0791,0.0615,0.0822,0.0951,0.56,6,3m
123,16_10,16,10,16.1,1.0,0.77,0.53,1.08,34,14,4.08,-0.88,0.073,0.0299,0.026,0.0309,0.71,6,1m
124,2_4,2,4,3.17,0.33,0.27,0.15,0.71,11,5,2.45,-0.87,0.0556,0.0476,0.0674,0.0608,0.69,6,3m
125,3_10,3,10,8.75,0.72,0.61,0.45,0.96,33,15,3.4,-0.93,0.0559,0.0448,0.0346,0.0462,0.69,6,1m
126,13_1,13,1,6.81,0.62,0.62,0.47,1.06,12,4,2.69,-0.43,0.032,0.028,0.0361,0.028,0.75,6,3m
127,11_3,11,3,9.16,0.74,0.63,0.5,0.87,32,16,3.96,-1.33,0.0689,0.0541,0.0541,0.1031,0.67,6,1m
128,4_2,4,2,7.9,0.68,0.52,0.34,0.72,32,16,3.49,-1.11,0.0649,0.0558,0.0388,0.066,0.67,6,1m
129,15_7,15,7,7.95,0.68,0.64,0.37,1.07,34,14,3.26,-0.9,0.0493,0.0363,0.0408,0.0351,0.71,6,1m
130,15_6,15,6,7.95,0.68,0.64,0.37,1.07,34,14,3.26,-0.9,0.0493,0.0363,0.0408,0.0351,0.71,6,1m
131,4_3,4,3,8.5,0.71,0.48,0.49,0.85,33,15,3.79,-1.27,0.0766,0.0433,0.0612,0.1191,0.69,6,1m
132,6_1,6,1,4.02,0.42,0.52,0.47,1.01,12,4,2.16,-0.48,0.03,0.0248,0.0355,0.0248,0.75,6,3m
133,11_2,11,2,7.62,0.66,0.49,0.34,0.71,32,16,3.49,-1.14,0.0656,0.0542,0.039,0.0669,0.67,6,1m
134,3_11,3,11,6.86,0.62,0.55,0.4,0.81,32,16,3.16,-0.97,0.0516,0.0467,0.0349,0.0516,0.67,6,1m
135,2_5,2,5,4.44,0.45,0.38,0.26,0.97,11,5,3.05,-0.95,0.0794,0.0681,0.0987,0.1002,0.69,6,3m
136,2_7,2,7,4.8,0.48,0.54,0.44,0.84,11,5,2.39,-0.5,0.0341,0.028,0.0393,0.0308,0.69,6,3m
137,13_2,13,2,7.05,0.63,0.45,0.51,1.59,12,4,3.15,-0.62,0.0696,0.0372,0.0562,0.0193,0.75,6,3m
138,12_10,12,10,10.03,0.78,0.74,0.43,0.84,34,14,3.45,-0.85,0.0617,0.0506,0.0284,0.0374,0.71,6,1m
139,6_3,6,3,3.68,0.39,0.27,0.21,0.79,8,8,2.87,-0.95,0.0862,0.0646,0.0791,0.0979,0.5,6,3m
140,4_1,4,1,4.68,0.47,0.44,0.25,0.67,35,13,2.39,-0.7,0.0253,0.0176,0.0196,0.0127,0.73,6,1m
141,15_4,15,4,10.47,0.8,0.62,0.35,0.82,36,12,3.7,-0.98,0.0661,0.038,0.0266,0.0347,0.75,6,1m
142,15_5,15,5,10.0,0.78,0.44,0.31,0.9,33,15,3.88,-1.14,0.0719,0.0293,0.0363,0.0451,0.69,6,1m
143,6_2,6,2,4.06,0.42,0.38,0.42,1.14,9,7,2.69,-0.79,0.067,0.0644,0.0883,0.0897,0.56,6,3m
144,11_1,11,1,4.68,0.47,0.44,0.25,0.67,35,13,2.39,-0.7,0.0253,0.0176,0.0196,0.0127,0.73,6,1m
145,12_11,12,11,6.86,0.62,0.6,0.42,0.79,34,14,3.01,-0.85,0.0457,0.0426,0.0277,0.0422,0.71,6,1m
146,13_3,13,3,7.18,0.64,0.37,0.48,1.69,12,4,3.45,-0.73,0.0965,0.0476,0.07,0.0353,0.75,6,3m
147,2_6,2,6,4.8,0.48,0.54,0.44,0.84,11,5,2.39,-0.5,0.0341,0.028,0.0393,0.0308,0.69,6,3m
148,2_2,2,2,3.94,0.41,0.35,0.33,1.11,10,6,2.8,-0.89,0.0704,0.0679,0.0981,0.0923,0.62,6,3m
149,13_7,13,7,4.94,0.49,0.47,0.43,1.13,11,5,2.57,-0.58,0.0435,0.0289,0.0404,0.0361,0.69,6,3m
150,11_5,11,5,11.54,0.84,0.74,0.41,0.75,32,16,4.08,-1.23,0.087,0.0858,0.0297,0.0509,0.67,6,1m
151,10_10,10,10,2.67,0.28,0.22,0.24,0.89,10,6,2.39,-0.98,0.0557,0.0505,0.0669,0.0552,0.62,6,3m
152,6_6,6,6,4.63,0.47,0.54,0.43,0.9,11,5,2.4,-0.54,0.0355,0.0302,0.0428,0.0326,0.69,6,3m
153,8_9,8,9,6.16,0.58,0.37,0.24,0.77,29,19,3.46,-1.32,0.0602,0.041,0.0441,0.0652,0.6,6,1m
154,4_4,4,4,7.31,0.64,0.62,0.49,1.0,33,15,3.25,-1.0,0.0483,0.0428,0.0347,0.0514,0.69,6,1m
155,15_1,15,1,6.35,0.59,0.64,0.35,0.75,35,13,2.8,-0.76,0.0318,0.0253,0.0224,0.0256,0.73,6,1m
156,4_5,4,5,9.88,0.77,0.63,0.47,1.06,32,16,3.8,-1.15,0.0599,0.0479,0.041,0.0604,0.67,6,1m
157,8_8,8,8,8.11,0.69,0.43,0.31,0.97,31,17,3.45,-1.06,0.0678,0.0406,0.0492,0.0647,0.65,6,1m
158,6_7,6,7,4.63,0.47,0.54,0.43,0.9,11,5,2.4,-0.54,0.0355,0.0302,0.0428,0.0326,0.69,6,3m
159,10_11,10,11,2.7,0.28,0.25,0.28,1.13,9,7,2.51,-1.06,0.0603,0.0549,0.0733,0.0573,0.56,6,3m
160,11_4,11,4,9.4,0.75,0.59,0.4,0.86,35,13,3.34,-0.84,0.0508,0.0439,0.034,0.047,0.73,6,1m
161,13_6,13,6,4.94,0.49,0.47,0.43,1.13,11,5,2.57,-0.58,0.0435,0.0289,0.0404,0.0361,0.69,6,3m
162,2_3,2,3,3.66,0.38,0.25,0.12,0.75,9,7,2.93,-1.0,0.088,0.0704,0.0893,0.1033,0.56,6,3m
163,2_1,2,1,4.13,0.43,0.51,0.44,0.95,12,4,2.18,-0.48,0.0292,0.0246,0.0349,0.0232,0.75,6,3m
164,13_4,13,4,6.57,0.6,0.45,0.47,1.32,11,5,3.01,-0.6,0.0595,0.0366,0.0548,0.0286,0.69,6,3m
165,11_6,11,6,6.92,0.62,0.61,0.41,0.81,34,14,2.99,-0.84,0.0386,0.0253,0.0185,0.022,0.71,6,1m
166,6_5,6,5,5.46,0.53,0.47,0.36,1.03,11,5,3.14,-0.85,0.0749,0.0612,0.0871,0.0938,0.69,6,3m
167,4_7,4,7,6.7,0.61,0.62,0.42,0.81,34,14,2.95,-0.84,0.037,0.0254,0.0188,0.022,0.71,6,1m
168,15_2,15,2,13.41,0.91,0.64,0.28,0.6,35,13,4.31,-1.24,0.0858,0.0469,0.0326,0.059,0.73,6,1m
169,1_10,1,10,4.1,0.42,0.42,0.35,1.18,11,5,2.65,-0.79,0.0566,0.0549,0.0813,0.0826,0.69,6,3m
170,1_11,1,11,4.01,0.42,0.41,0.32,1.07,11,5,2.57,-0.75,0.0541,0.0515,0.0757,0.0774,0.69,6,3m
171,15_3,15,3,6.94,0.62,0.48,0.32,0.91,30,18,3.93,-1.53,0.0892,0.0444,0.0533,0.0819,0.62,6,1m
172,4_6,4,6,6.78,0.61,0.62,0.42,0.81,34,14,2.97,-0.84,0.0376,0.0255,0.0188,0.022,0.71,6,1m
173,6_4,6,4,3.36,0.35,0.3,0.24,0.79,11,5,2.41,-0.78,0.0535,0.0427,0.0601,0.0582,0.69,6,3m
174,11_7,11,7,6.92,0.62,0.61,0.41,0.81,34,14,2.99,-0.84,0.0386,0.0253,0.0185,0.022,0.71,6,1m
175,13_5,13,5,6.6,0.6,0.47,0.55,1.49,12,4,3.07,-0.62,0.0645,0.0406,0.0588,0.0168,0.75,6,3m
0,13_8,13,8,4.34,0.44,0.24,0.24,0.69,11,5,2.79,-0.84,0.0587,0.0428,0.0521,0.0659,0.69,7,3m
1,4_10,4,10,6.6,0.6,0.43,0.28,0.67,31,17,3.4,-1.17,0.067,0.0253,0.0313,0.0234,0.65,7,1m
2,6_9,6,9,2.43,0.25,0.3,0.38,1.26,10,6,1.98,-0.75,0.0465,0.0548,0.0832,0.0798,0.62,7,3m
3,8_6,8,6,4.9,0.49,0.43,0.39,0.59,28,20,2.59,-0.8,0.0324,0.0185,0.0264,0.0313,0.58,7,1m
4,8_10,8,10,6.45,0.59,0.45,0.27,0.64,31,17,3.44,-1.23,0.0643,0.0263,0.0307,0.023,0.65,7,1m
5,8_11,8,11,8.26,0.7,0.61,0.37,0.84,32,16,3.57,-1.1,0.0639,0.0297,0.0294,0.0202,0.67,7,1m
6,8_7,8,7,4.9,0.49,0.43,0.39,0.59,28,20,2.59,-0.8,0.0324,0.0185,0.0264,0.0313,0.58,7,1m
7,6_8,6,8,3.19,0.34,0.36,0.41,1.15,11,5,2.12,-0.65,0.0385,0.0393,0.0599,0.0501,0.69,7,3m
8,4_11,4,11,7.36,0.65,0.52,0.38,0.87,33,15,3.43,-1.09,0.0641,0.0244,0.0301,0.0207,0.69,7,1m
9,13_9,13,9,5.71,0.55,0.56,0.31,0.86,11,5,3.22,-0.87,0.0748,0.0534,0.0698,0.0837,0.69,7,3m
10,15_10,15,10,7.4,0.65,0.56,0.22,0.69,30,18,3.78,-1.39,0.0617,0.0518,0.0468,0.0398,0.62,7,1m
11,11_9,11,9,5.2,0.51,0.36,0.17,0.63,28,20,3.16,-1.21,0.0645,0.0298,0.029,0.0133,0.58,7,1m
12,8_5,8,5,5.92,0.56,0.42,0.19,0.55,30,18,3.45,-1.29,0.0518,0.0256,0.0244,0.0159,0.62,7,1m
13,4_8,4,8,6.8,0.61,0.35,0.25,0.73,32,16,3.33,-1.08,0.0836,0.0221,0.0294,0.0163,0.67,7,1m
14,4_9,4,9,9.19,0.74,0.43,0.24,0.6,29,19,3.84,-1.2,0.1106,0.0336,0.0219,0.0141,0.6,7,1m
15,8_4,8,4,8.05,0.68,0.56,0.3,0.66,32,16,3.36,-0.96,0.0518,0.0283,0.0247,0.0162,0.67,7,1m
16,11_8,11,8,6.76,0.61,0.43,0.24,0.77,29,19,3.41,-1.17,0.0766,0.0301,0.0316,0.0167,0.6,7,1m
17,15_11,15,11,6.22,0.58,0.45,0.17,0.67,30,18,3.48,-1.32,0.0526,0.0434,0.0438,0.0355,0.62,7,1m
18,15_8,15,8,7.69,0.67,0.53,0.27,0.72,34,14,3.38,-1.04,0.047,0.0241,0.0279,0.0168,0.71,7,1m
19,15_9,15,9,4.77,0.48,0.45,0.21,0.67,30,18,3.67,-1.63,0.0687,0.0346,0.0251,0.0133,0.62,7,1m
20,8_1,8,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,7,1m
21,2_8,2,8,3.1,0.33,0.36,0.41,1.15,11,5,2.12,-0.67,0.04,0.0394,0.0601,0.0501,0.69,7,3m
22,8_3,8,3,6.58,0.6,0.44,0.26,0.61,30,18,3.78,-1.45,0.0727,0.0327,0.033,0.0419,0.62,7,1m
23,6_10,6,10,2.38,0.24,0.26,0.23,1.16,10,6,2.27,-0.98,0.0543,0.0486,0.0748,0.0722,0.62,7,3m
24,6_11,6,11,3.03,0.32,0.3,0.29,1.26,11,5,2.28,-0.79,0.0492,0.0487,0.0748,0.0691,0.69,7,3m
25,8_2,8,2,9.85,0.77,0.7,0.43,0.81,32,16,3.78,-1.09,0.0687,0.0313,0.0271,0.029,0.67,7,1m
26,2_9,2,9,2.71,0.28,0.31,0.39,1.26,10,6,2.16,-0.78,0.0517,0.0554,0.084,0.0798,0.62,7,3m
27,5_8,5,8,3.15,0.33,0.35,0.38,1.15,11,5,2.16,-0.69,0.04,0.0407,0.0621,0.0497,0.69,7,3m
28,9_5,9,5,3.19,0.34,0.4,0.27,0.65,11,5,2.23,-0.7,0.0479,0.0294,0.0359,0.0116,0.69,7,3m
29,10_9,10,9,2.53,0.26,0.34,0.32,0.66,13,3,1.68,-0.53,0.0251,0.0245,0.0361,0.0083,0.81,7,3m
30,13_11,13,11,3.47,0.36,0.25,0.31,0.9,11,5,2.53,-0.84,0.0577,0.0372,0.048,0.0486,0.69,7,3m
31,13_10,13,10,6.52,0.6,0.38,0.32,0.98,11,5,3.37,-0.89,0.0716,0.047,0.0548,0.054,0.69,7,3m
32,10_8,10,8,3.35,0.35,0.39,0.35,0.65,14,2,1.87,-0.43,0.0241,0.0234,0.0354,0.013,0.88,7,3m
33,9_4,9,4,4.84,0.48,0.43,0.3,0.65,13,3,2.4,-0.47,0.0401,0.0233,0.032,0.0145,0.81,7,3m
34,5_9,5,9,2.51,0.26,0.29,0.37,1.28,9,7,2.04,-0.77,0.0469,0.0553,0.0835,0.0763,0.56,7,3m
35,7_9,7,9,6.17,0.58,0.34,0.16,0.6,28,20,3.46,-1.27,0.0741,0.024,0.0288,0.0142,0.58,7,1m
36,9_6,9,6,2.99,0.31,0.29,0.19,0.47,12,4,1.66,-0.41,0.0157,0.0129,0.0164,0.0125,0.75,7,3m
37,2_11,2,11,2.59,0.27,0.3,0.29,1.26,10,6,2.2,-0.86,0.0505,0.0487,0.0747,0.0691,0.62,7,3m
38,12_8,12,8,5.76,0.55,0.36,0.24,0.71,29,19,3.24,-1.18,0.0759,0.0247,0.0288,0.0157,0.6,7,1m
39,12_9,12,9,6.36,0.59,0.38,0.25,0.62,31,17,3.34,-1.16,0.0835,0.0192,0.022,0.0137,0.65,7,1m
40,2_10,2,10,2.53,0.26,0.26,0.23,1.16,10,6,2.2,-0.9,0.0483,0.0486,0.0748,0.0722,0.62,7,3m
41,9_7,9,7,2.99,0.31,0.29,0.19,0.47,12,4,1.66,-0.41,0.0157,0.0129,0.0164,0.0125,0.75,7,3m
42,7_8,7,8,7.85,0.67,0.41,0.21,0.66,28,20,3.58,-1.15,0.0871,0.0294,0.0292,0.0152,0.58,7,1m
43,9_3,9,3,6.54,0.6,0.51,0.46,1.08,13,3,2.93,-0.5,0.0725,0.0362,0.0485,0.0468,0.81,7,3m
44,16_9,16,9,6.28,0.58,0.44,0.16,0.61,29,19,3.6,-1.35,0.0651,0.0396,0.0326,0.0123,0.6,7,1m
45,3_8,3,8,8.24,0.69,0.43,0.24,0.76,31,17,3.57,-1.1,0.0925,0.0353,0.0316,0.0169,0.65,7,1m
46,3_9,3,9,5.85,0.56,0.3,0.15,0.6,27,21,3.47,-1.32,0.0819,0.0288,0.0288,0.0142,0.56,7,1m
47,16_8,16,8,9.14,0.74,0.52,0.28,0.83,34,14,3.44,-0.91,0.0521,0.0289,0.0354,0.0117,0.71,7,1m
48,9_2,9,2,8.58,0.71,0.47,0.38,0.95,13,3,3.26,-0.46,0.0923,0.0317,0.0418,0.039,0.81,7,3m
49,11_11,11,11,8.22,0.69,0.65,0.36,0.77,32,16,3.49,-1.04,0.0577,0.0327,0.0282,0.0212,0.67,7,1m
50,14_8,14,8,9.49,0.76,0.51,0.21,0.75,11,5,3.56,-0.68,0.0707,0.0567,0.0534,0.0608,0.69,7,3m
51,1_9,1,9,2.62,0.27,0.29,0.38,1.28,9,7,2.16,-0.81,0.0535,0.0561,0.0846,0.0763,0.56,7,3m
52,1_8,1,8,3.06,0.32,0.35,0.39,1.15,11,5,2.17,-0.72,0.042,0.0413,0.063,0.0497,0.69,7,3m
53,9_1,9,1,6.33,0.59,0.42,0.32,0.65,12,4,2.72,-0.42,0.0586,0.0142,0.0181,0.016,0.75,7,3m
54,14_9,14,9,7.76,0.67,0.54,0.33,0.95,11,5,3.45,-0.74,0.082,0.0548,0.072,0.0829,0.69,7,3m
55,11_10,11,10,6.32,0.59,0.57,0.3,0.73,31,17,3.36,-1.17,0.0603,0.0365,0.0318,0.0234,0.65,7,1m
56,5_1,5,1,4.01,0.42,0.39,0.39,0.89,12,4,1.97,-0.37,0.0218,0.016,0.0237,0.0163,0.75,7,3m
57,14_4,14,4,6.19,0.58,0.36,0.38,1.05,11,5,3.07,-0.73,0.0597,0.0406,0.054,0.0527,0.69,7,3m
58,7_3,7,3,7.72,0.67,0.57,0.36,0.62,31,17,3.79,-1.33,0.0543,0.032,0.0296,0.0353,0.65,7,1m
59,16_6,16,6,5.44,0.53,0.48,0.28,0.91,35,13,3.17,-1.19,0.0504,0.0365,0.0424,0.042,0.73,7,1m
60,1_5,1,5,2.48,0.26,0.44,0.39,1.47,9,7,2.36,-1.0,0.061,0.0602,0.0821,0.0677,0.56,7,3m
61,3_7,3,7,7.86,0.67,0.56,0.45,0.72,31,17,3.09,-0.78,0.0409,0.0211,0.0256,0.0307,0.65,7,1m
62,14_11,14,11,4.88,0.49,0.26,0.33,0.96,11,5,2.73,-0.71,0.0519,0.0349,0.044,0.0376,0.69,7,3m
63,12_2,12,2,9.85,0.77,0.7,0.43,0.81,32,16,3.78,-1.09,0.0687,0.0313,0.0271,0.029,0.67,7,1m
64,12_3,12,3,6.57,0.6,0.44,0.26,0.61,30,18,3.78,-1.45,0.0727,0.0327,0.033,0.0419,0.62,7,1m
65,14_10,14,10,4.65,0.47,0.29,0.35,1.01,11,5,2.83,-0.8,0.0618,0.0365,0.0466,0.0411,0.69,7,3m
66,3_6,3,6,7.86,0.67,0.56,0.45,0.72,31,17,3.09,-0.78,0.0409,0.0211,0.0256,0.0307,0.65,7,1m
67,10_1,10,1,6.33,0.59,0.42,0.32,0.65,12,4,2.72,-0.42,0.0586,0.0142,0.0181,0.016,0.75,7,3m
68,1_4,1,4,2.91,0.31,0.41,0.35,1.29,11,5,2.27,-0.81,0.0504,0.0509,0.0732,0.0598,0.69,7,3m
69,16_7,16,7,5.44,0.53,0.48,0.28,0.91,35,13,3.17,-1.19,0.0504,0.0365,0.0424,0.042,0.73,7,1m
70,7_2,7,2,8.86,0.73,0.68,0.4,0.84,32,16,3.69,-1.12,0.0552,0.0322,0.0251,0.0243,0.67,7,1m
71,14_5,14,5,4.91,0.49,0.41,0.44,1.17,11,5,2.85,-0.78,0.0597,0.0472,0.0624,0.0627,0.69,7,3m
72,5_2,5,2,4.73,0.47,0.46,0.29,1.51,11,5,2.78,-0.77,0.0547,0.0577,0.0802,0.0585,0.69,7,3m
73,14_7,14,7,5.96,0.56,0.53,0.48,0.94,13,3,2.77,-0.55,0.0452,0.0249,0.0295,0.041,0.81,7,3m
74,16_5,16,5,4.88,0.49,0.29,0.04,0.54,26,22,3.7,-1.66,0.0692,0.048,0.0371,0.0158,0.54,7,1m
75,9_11,9,11,7.64,0.66,0.55,0.41,0.93,13,3,2.82,-0.41,0.0354,0.0281,0.0401,0.0309,0.81,7,3m
76,1_6,1,6,4.31,0.44,0.41,0.36,0.51,12,4,2.04,-0.34,0.0236,0.0163,0.0236,0.0086,0.75,7,3m
77,5_11,5,11,3.32,0.35,0.34,0.31,1.4,11,5,2.41,-0.81,0.0515,0.052,0.0784,0.066,0.69,7,3m
78,10_3,10,3,2.56,0.26,0.27,0.14,0.55,13,3,1.68,-0.51,0.028,0.0217,0.0233,0.0155,0.81,7,3m
79,3_4,3,4,6.58,0.6,0.57,0.26,0.66,33,15,3.54,-1.26,0.063,0.0479,0.0266,0.0153,0.69,7,1m
80,12_1,12,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,7,1m
81,3_5,3,5,4.82,0.48,0.53,0.19,0.55,30,18,3.68,-1.59,0.0906,0.0707,0.023,0.0142,0.62,7,1m
82,10_2,10,2,4.26,0.44,0.4,0.29,0.65,13,3,2.19,-0.45,0.0317,0.0279,0.0358,0.0316,0.81,7,3m
83,5_10,5,10,2.53,0.26,0.28,0.22,1.16,11,5,2.39,-1.02,0.0566,0.0518,0.0781,0.0722,0.69,7,3m
84,1_7,1,7,4.31,0.44,0.41,0.36,0.51,12,4,2.04,-0.34,0.0236,0.0163,0.0236,0.0086,0.75,7,3m
85,16_4,16,4,5.84,0.55,0.38,0.22,0.64,30,18,3.42,-1.32,0.0491,0.0318,0.0368,0.0219,0.62,7,1m
86,9_10,9,10,5.92,0.56,0.52,0.35,0.86,13,3,2.54,-0.44,0.0308,0.0292,0.0433,0.0339,0.81,7,3m
87,7_1,7,1,3.71,0.39,0.36,0.21,0.42,31,17,2.35,-0.87,0.0274,0.0157,0.0156,0.0139,0.65,7,1m
88,14_6,14,6,5.96,0.56,0.53,0.48,0.94,13,3,2.77,-0.55,0.0452,0.0249,0.0295,0.041,0.81,7,3m
89,5_3,5,3,3.98,0.41,0.38,0.27,1.5,10,6,2.77,-0.87,0.0679,0.0727,0.0971,0.09,0.62,7,3m
90,5_7,5,7,4.41,0.45,0.35,0.28,0.51,12,4,2.01,-0.31,0.0199,0.0101,0.0135,0.0086,0.75,7,3m
91,14_2,14,2,4.74,0.48,0.22,0.33,0.8,11,5,3.13,-0.97,0.0764,0.0462,0.0562,0.0723,0.69,7,3m
92,7_5,7,5,3.17,0.33,0.38,0.19,0.55,30,18,3.23,-1.64,0.0451,0.0236,0.023,0.0142,0.62,7,1m
93,7_11,7,11,7.68,0.66,0.61,0.36,0.77,32,16,3.37,-1.0,0.0556,0.0295,0.0282,0.0212,0.67,7,1m
94,1_3,1,3,3.36,0.35,0.38,0.27,1.5,10,6,2.65,-0.93,0.0675,0.0727,0.0971,0.09,0.62,7,3m
95,10_6,10,6,3.08,0.33,0.29,0.2,0.47,12,4,1.66,-0.39,0.0149,0.0128,0.0164,0.0125,0.75,7,3m
96,3_1,3,1,4.5,0.46,0.41,0.26,0.54,31,17,2.58,-0.87,0.0326,0.0179,0.0178,0.0161,0.65,7,1m
97,12_4,12,4,7.04,0.63,0.49,0.3,0.66,32,16,3.26,-1.01,0.0498,0.0245,0.0247,0.0162,0.67,7,1m
98,12_5,12,5,5.5,0.53,0.38,0.19,0.55,30,18,3.37,-1.29,0.0501,0.0226,0.0244,0.0159,0.62,7,1m
